id,category,subcategory,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,fun_fact,xp_reward,time_limit,tags,exam_relevance,source,source_file,content_id,session,module,answer_type,word_limit,time_limit_seconds,xp,active,olq,notes,status
WAT0181,Liveliness,WAT,Easy,WAT,FUNNY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0182,Sense of Responsibility,WAT,Medium,WAT,HEADMASTER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0183,Social Adaptability,WAT,Medium,WAT,PRAISE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0184,Initiative,WAT,Medium,WAT,PREVENT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0185,Effective Intelligence,WAT,Medium,WAT,SCHOLARSHIP,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0186,Cooperation,WAT,Medium,WAT,SELFLESS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0187,Sense of Responsibility,WAT,Medium,WAT,WELFARE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0188,Cooperation,WAT,Easy,WAT,BATCH,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0189,Initiative,WAT,Medium,WAT,ACTION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0190,Self-Confidence,WAT,Medium,WAT,CONFIDENCE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0191,Speed of Decision,WAT,Easy,WAT,DASH,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0192,Courage,WAT,Hard,WAT,DIE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0193,Reasoning Ability,WAT,Medium,WAT,EXPECT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0194,Determination,WAT,Easy,WAT,LITTLE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0195,Determination,WAT,Hard,WAT,LOSS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0196,Speed of Decision,WAT,Easy,WAT,MOVE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0197,Sense of Responsibility,WAT,Medium,WAT,MUST,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0198,Liveliness,WAT,Hard,WAT,NOISE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0199,Organising Ability,WAT,Medium,WAT,OPERATION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0200,Determination,WAT,Medium,WAT,OVERCOME,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0201,Determination,WAT,Medium,WAT,AMBITION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0202,Social Adaptability,WAT,Easy,WAT,BOARDER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0203,Sense of Responsibility,WAT,Hard,WAT,FAVOUR,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0204,Courage,WAT,Hard,WAT,ATTACK,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0205,Social Adaptability,WAT,Hard,WAT,ANGER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0206,Liveliness,WAT,Easy,WAT,CHILDHOOD,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0207,Cooperation,WAT,Medium,WAT,HELPFUL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0208,Courage,WAT,Medium,WAT,COURAGE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0209,Reasoning Ability,WAT,Hard,WAT,BLUNDER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0210,Courage,WAT,Medium,WAT,HERO,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0211,Social Adaptability,WAT,Hard,WAT,DISLIKE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0212,Sense of Responsibility,WAT,Medium,WAT,OBEDIENCE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0213,Determination,WAT,Hard,WAT,DOWN,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0214,Sense of Responsibility,WAT,Hard,WAT,DISOBEY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0215,Ability to Influence the Group,WAT,Medium,WAT,POWER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0216,Determination,WAT,Medium,WAT,EFFORT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0217,Effective Intelligence,WAT,Easy,WAT,FIND,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0218,Reasoning Ability,WAT,Hard,WAT,DISPUTE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0219,Courage,WAT,Hard,WAT,FEAR,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0220,Initiative,WAT,Medium,WAT,MEND,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0221,Social Adaptability,WAT,Medium,WAT,FEELINGS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0222,Liveliness,WAT,Easy,WAT,GOOD,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0223,Sense of Responsibility,WAT,Medium,WAT,UNIFORM,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0224,Courage,WAT,Hard,WAT,FIGHTING,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0225,Effective Intelligence,WAT,Easy,WAT,PICTURE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0226,Liveliness,WAT,Easy,WAT,NAUGHTY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0227,Social Adaptability,WAT,Easy,WAT,BABY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0228,Determination,WAT,Medium,WAT,GOAL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0229,Reasoning Ability,WAT,Medium,WAT,PUZZLE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0230,Liveliness,WAT,Easy,WAT,CHARMING,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0231,Effective Intelligence,WAT,Medium,WAT,QUALIFICATION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0232,Ability to Influence the Group,WAT,Medium,WAT,EXAMPLE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0233,Social Adaptability,WAT,Hard,WAT,IRRITATE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0234,Sense of Responsibility,WAT,Easy,WAT,STUDY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0235,Social Adaptability,WAT,Medium,WAT,ELECTION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0236,Determination,WAT,Easy,WAT,BETTER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0237,Social Adaptability,WAT,Hard,WAT,UNSOCIAL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0238,Ability to Influence the Group,WAT,Medium,WAT,GOVERN,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0239,Social Adaptability,WAT,Easy,WAT,LOVE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0240,Initiative,WAT,Easy,WAT,MAKE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0241,Sense of Responsibility,WAT,Hard,WAT,DRINK,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0242,Sense of Responsibility,WAT,Medium,WAT,GOVERNOR,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0243,Self-Confidence,WAT,Hard,WAT,LUCK,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0244,Reasoning Ability,WAT,Medium,WAT,CONSIDER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0245,Initiative,WAT,Medium,WAT,CREATE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0246,Liveliness,WAT,Easy,WAT,ROSE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0247,Effective Intelligence,WAT,Medium,WAT,BRAIN,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0248,Self-Confidence,WAT,Easy,WAT,BRIGHT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0249,Effective Intelligence,WAT,Medium,WAT,AWARE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0250,Organising Ability,WAT,Medium,WAT,ARRANGE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0251,Sense of Responsibility,WAT,Easy,WAT,ACADEMY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0252,Effective Intelligence,WAT,Medium,WAT,ASTRONOMY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0253,Reasoning Ability,WAT,Hard,WAT,ASSUMPTION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0254,Self-Confidence,WAT,Medium,WAT,ABILITY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0255,Reasoning Ability,WAT,Medium,WAT,ANALYSIS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0256,Speed of Decision,WAT,Easy,WAT,ANSWER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0257,Organising Ability,WAT,Medium,WAT,PLACEMENT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0258,Effective Intelligence,WAT,Easy,WAT,JUPITER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0259,Social Adaptability,WAT,Medium,WAT,AFFECTION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0260,Determination,WAT,Medium,WAT,DEDICATE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0261,Social Adaptability,WAT,Medium,WAT,ATTACHMENT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0262,Cooperation,WAT,Medium,WAT,AMICABLE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0263,Sense of Responsibility,WAT,Medium,WAT,DONOR,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0264,Liveliness,WAT,Medium,WAT,SATISFACTION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0265,Initiative,WAT,Medium,WAT,ADOPT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0266,Cooperation,WAT,Medium,WAT,ACCOMPANY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0267,Self-Confidence,WAT,Medium,WAT,FAITH,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0268,Social Adaptability,WAT,Hard,WAT,ARROGANT,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0269,Cooperation,WAT,Easy,WAT,FELLOW,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0270,Liveliness,WAT,Easy,WAT,HAPPY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0271,Ability to Influence the Group,WAT,Medium,WAT,LEADER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0272,Liveliness,WAT,Easy,WAT,LIVELY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0273,Ability to Influence the Group,WAT,Medium,WAT,PERSUADE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0274,Liveliness,WAT,Easy,WAT,SMILE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0275,Sense of Responsibility,WAT,Hard,WAT,SUSPEND,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0276,Courage,WAT,Medium,WAT,CHALLENGE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0277,Speed of Decision,WAT,Medium,WAT,DECISION,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0278,Ability to Influence the Group,WAT,Medium,WAT,IMPRESS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0279,Initiative,WAT,Medium,WAT,INITIATIVE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0280,Sense of Responsibility,WAT,Hard,WAT,CONFESS,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0281,Liveliness,WAT,Easy,WAT,CHEERFUL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0282,Courage,WAT,Hard,WAT,DANGER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0283,Determination,WAT,Medium,WAT,DETERMINE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0284,Stamina,WAT,Medium,WAT,PHYSICAL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0285,Effective Intelligence,WAT,Medium,WAT,ARTILLERY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0286,Practical Work Sense,WAT,Medium,WAT,AXE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0287,Courage,WAT,Medium,WAT,BRAVE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0288,Sense of Responsibility,WAT,Hard,WAT,KILL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0289,Courage,WAT,Medium,WAT,BOLD,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0290,Initiative,WAT,Easy,WAT,JUMP,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0291,Courage,WAT,Hard,WAT,BATTLE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0292,Effective Intelligence,WAT,Medium,WAT,INFANTRY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0293,Courage,WAT,Hard,WAT,BOMBER,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0294,Determination,WAT,Medium,WAT,OBSTACLE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0295,Sense of Responsibility,WAT,Medium,WAT,DEFENCE,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0296,Sense of Responsibility,WAT,Medium,WAT,RESPONSIBILITY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0297,Effective Intelligence,WAT,Medium,WAT,RESOURCEFUL,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0298,Stamina,WAT,Medium,WAT,STAMINA,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0299,Social Adaptability,WAT,Medium,WAT,DEMOCRACY,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
WAT0300,Social Adaptability,WAT,Hard,WAT,SECULARISM,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,5,20,,,,,
SRT0005,Ethics,SRT,Medium,SRT,"Your friend needs urgent money from you for his father's operation and you found a purse full of money along with the ID of owner, you will:",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0006,Leadership,SRT,Medium,SRT,"Your captain falls ill and the team is left with no leader, you will:",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0007,Family,SRT,High,SRT,"You want to marry a girl/boy but your parents are not ready, you will:",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0008,Emergency,SRT,Low,SRT,"You fall ill before your exams, you will:",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0009,Decision Making,SRT,High,SRT,"You have to attend the marriage of a friend's sister in another city, just one day before when you have to leave your other good friend arrives and tells he/she has to stay at your home and has some work in your city. You will:",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0010,Emergency,SRT,High,SRT,In a moving train you see a thief snatch away a women's purse and jump out of the train. You will:,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0011,Leadership,SRT,Medium,SRT,While going on trekking in midway you come to know that the person responsible for bringing the food packets has forgot to bring. You being the leader of the group will:,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0012,Social Responsibility,SRT,High,SRT,While going for exam you see an injured person lying on the road. You will:,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0013,Decision Making,SRT,Medium,SRT,You are very successful and have many jealous people who you suspect are planning against you. You will:,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0014,Emergency,SRT,High,SRT,"He and his friend are standing on a bridge over a river. His friend who does not know swimming, suddenly falls down.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0015,Decision Making,SRT,Medium,SRT,He and his brother have gone to a forest; they lose their way and it is becoming dark.,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0016,Social Responsibility,SRT,High,SRT,"While going to attend an important meeting, he saw a ghastly accident between an auto rickshaw and a tonga.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0017,Ethics,SRT,High,SRT,"His father has fixed his marriage with a rich girl, but he is in love with his classmate. He has never disobeyed his father. His girlfriend on the other hand, says that if he does not marry her, she will commit suicide.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0018,Time Pressure,SRT,Medium,SRT,His exams are starting next week and he is not fully prepared. His father's fast friend suddenly comes to the house and there is no one else to look after him.,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0019,Emergency,SRT,High,SRT,"His parents have gone to their relatives, leaving him behind with his younger brother. After midnight, his younger brother develops very high fever and there is no medicine in the house. It is raining very heavily.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0020,Social Responsibility,SRT,High,SRT,"He was studying late in the night and at around 2 am, he sees a man's shadow entering his neighbour's house through the ventilator. His exam is starting the next day.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0021,Social Responsibility,SRT,Medium,SRT,Two groups are quarrelling over a religious problem. And he belongs to the minority group.,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0022,Disaster Management,SRT,High,SRT,A fire broke out in the village due to a short circuit at night. He is the only electrician in the village.,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0023,Decision Making,SRT,Medium,SRT,"While studying, he is taking tuitions side by side. But his parents and friends are advising him to leave the tuitions as he is not getting sufficient time to study for examinations. His financial condition is quite weak.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0024,Emergency,SRT,High,SRT,"While going on a boat in the river Ganga, he falls down in the fast currents. He does not know how to swim.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0025,Emergency,SRT,High,SRT,"He is in the bathroom and has latched the door and is about to take a bath. Suddenly, a black cobra comes through the drain and lies in front of him.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0026,Team Conflict,SRT,Medium,SRT,He finds that his girlfriend is moving with his rival.,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0027,Decision Making,SRT,High,SRT,"While going for his exam, he finds a person who has just fallen down from a moving bus.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0028,Family,SRT,Medium,SRT,He returns late at night from NCC camp and his stepmother does not open the door of the house.,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0029,Disaster Management,SRT,High,SRT,There is a flood in his village and many houses have fallen down. His house is about to collapse and it is late at night.,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0030,Emergency,SRT,High,SRT,"Some persons are climbing a mountain, but one of them loses his grip on the rope and falls down.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0031,Disaster Management,SRT,High,SRT,"He has gone to the coastal area with a group of friends for sightseeing. Suddenly, a storm starts approaching. The tide is rising.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0032,Ethics,SRT,Medium,SRT,He is working in an organisation and one of his close friends in the same office is being harassed by his boss.,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0033,Decision Making,SRT,Medium,SRT,His final degree exams are starting tomorrow and he also has a job call tomorrow. He is in great need of a job.,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0034,Disaster Management,SRT,Medium,SRT,"He has arranged a party on his lawn and suddenly, it starts raining very heavily. He has a large number of guests, who have already arrived.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0035,Decision Making,SRT,Medium,SRT,He has arranged a party to please his boss on his promotion. The party is half way when someone close to him conveys some bad news.,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0036,Family,SRT,Medium,SRT,"At a party hosted by him on his promotion, his boss gets annoyed due to the sarcastic remarks of his elder brother and he leaves the party without having a meal.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0037,Social Responsibility,SRT,Medium,SRT,"While going to college, he finds that a cyclist has been knocked down by a fast-moving car, but he could not note down the number of the car.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0038,Ethics,SRT,High,SRT,"At his friend's marriage, his friend and his father got annoyed due to non-receipt of dowry. They both went away even after a lot of requests were made by all...",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0039,Emergency,SRT,High,SRT,"He was taking his father for treatment in a wheelchair. While coming out of the house, he slipped on a banana peel and fractured his hip joint. It is raining heavily and no conveyance is available nearby.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0040,Social Responsibility,SRT,Medium,SRT,"In the cinema hall, he is sitting in the last row and watching the movie. Some bad elements are teasing a girl in the front row.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0041,Emergency,SRT,High,SRT,He is travelling in a taxi to catch a train. The taxi moving ahead of him throws out a person and drives away.,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0042,Time Pressure,SRT,Medium,SRT,He has to go with his friend to play a hockey match in the city. His friend does not turn up and both tyres of his scooter are flat.,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0043,Ethics,SRT,High,SRT,"He finds ten people quarrelling over a purse fallen from a bus. The police have reached the spot. On seeing the police, the others run away and he is found with the purse by the police. They take him to the police station.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0044,Time Pressure,SRT,High,SRT,"While going to attend the SSB, he loses all his belongings including his ticket and SSB papers in the train, when he went to the toilet. The destination is just 5 km away.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0045,Emergency,SRT,High,SRT,"While returning from a late show, he finds that two boys armed with a knife are molesting a girl and she is crying. The road is quite lonely.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0046,Ethics,SRT,Medium,SRT,"He has to deposit his exam fee after two days, but his friend demanded money today, as he needed it urgently. He is very poor.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0047,Emergency,SRT,Medium,SRT,"While climbing a mountain, he finds that one of his teammates has sprained his ankle and cannot move.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0048,Decision Making,SRT,Medium,SRT,"While going on a picnic on a cycle, his cycle gets punctured in a jungle and no help is readily available. All other cycles are already overloaded.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0049,Social Responsibility,SRT,Medium,SRT,"His friend is extremely poor, but good in studies. He can't pay his fees. His own financial condition is also not very sound, but he wants to help his friend.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0050,Family,SRT,High,SRT,"His marriage has been fixed, but just a week prior to the marriage, the girl meets with an accident and loses one eye.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0051,Time Pressure,SRT,High,SRT,"He is to catch a train, but the coolie has disappeared with the baggage. The train is about to leave.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0052,Decision Making,SRT,Medium,SRT,"He lends some money to his friend. Now, he needs this money badly, but the friend is not in a position to pay.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0053,Leadership,SRT,Medium,SRT,"He is the leader of the hiking party, but due to some reasons, two persons of the party want to return halfway through the hike.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0054,Family,SRT,High,SRT,"His mother is seriously ill, but his boss has refused to give him leave.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0055,Family,SRT,Low,SRT,"His parents have asked him to return early in the evening, but his friends want to celebrate a late evening party.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0056,Military Context,SRT,Medium,SRT,"His brother is leaving for USA after one week, but he has to report for duty in an army unit deployed on the border area.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0057,Emergency,SRT,High,SRT,The river is in spate and the bridge over the river has been washed away. It is getting dark. He has to reach home with medicine for his aged mother who has a heart problem.,,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0058,Leadership,SRT,High,SRT,"He is the manager of a factory, facing serious labour problems. His sister's marriage is after one week and he cannot leave the station.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
SRT0059,Leadership,SRT,Medium,SRT,"Two officers, under whom he is working, are not on good terms and hence, he is getting contradictory instructions.",,,,,,,,,,,,,Forge_Master_Content.csv,,,,,20,,,,,,
