id,category,subcategory,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,fun_fact,xp_reward,time_limit,tags,exam_relevance,source
DEF-0463,World Military History,International Organisations,Medium,MCQ,The UN Security Council has how many permanent members with veto power?,Three,Ten,Fifteen,Five,D,"The five permanent members are the United States, United Kingdom, France, Russia, and China.",India has long advocated for permanent Security Council membership as part of broader UN reform efforts.,15,45,"{""World Military History"",""International Organisations""}",NDA/CDS,AI-generated for Forge platform
DEF-0464,World Military History,Modern Conflicts,Medium,MCQ,The Vietnam War primarily involved conflict between North Vietnam (backed by communist allies) and which other side?,"South Vietnam, backed by the United States and allies",Only internal Vietnamese factions with no foreign involvement,China against Japan,The Soviet Union against the United States directly,A,The prolonged conflict became one of the defining and most controversial military engagements of the Cold War era.,It significantly shaped US military and foreign policy thinking for decades afterward.,15,45,"{""World Military History"",""Modern Conflicts""}",NDA/CDS,AI-generated for Forge platform
DEF-0465,World Military History,Ancient/Medieval History,Medium,MCQ,"The Mauryan Empire, one of ancient India's largest empires, reached its peak under which ruler, known for embracing Buddhism after a bloody war?",Chandragupta Maurya,Ashoka the Great,Akbar,Samudragupta,B,Ashoka's transformation following the bloody Kalinga War is a significant event studied in Indian history and ethics.,"The Ashoka Chakra, India's highest peacetime gallantry award, draws its name from this historical figure.",15,45,"{""World Military History"",""Ancient/Medieval History""}",NDA/CDS,AI-generated for Forge platform
DEF-0466,World Military History,Ancient/Medieval History,Medium,MCQ,"The Battle of Panipat, fought multiple times through Indian history, is significant as a site of which type of decisive battles?",Battles fought entirely at sea,Naval battles controlling Indian Ocean trade,Major battles determining control over northern India,Minor border skirmishes with limited historical impact,C,"Three major battles were fought at Panipat in 1526, 1556, and 1761, each significantly shaping the course of Indian history.",The first Battle of Panipat established Mughal rule in India under Babur.,15,45,"{""World Military History"",""Ancient/Medieval History""}",NDA/CDS,AI-generated for Forge platform
DEF-0467,World Military History,Ancient/Medieval History,Medium,MCQ,The Chola dynasty of southern India was particularly notable for its strength in which military domain?,Guerrilla warfare in mountainous terrain,Exclusively land-based cavalry warfare,Fortification techniques with no naval activity,Naval power and maritime expansion,D,The Cholas built a powerful navy that extended their influence across South-East Asia and the Indian Ocean.,Their maritime achievements are considered a high point of ancient Indian naval history.,15,45,"{""World Military History"",""Ancient/Medieval History""}",NDA/CDS,AI-generated for Forge platform
DEF-0468,World Military History,Ancient/Medieval History,Medium,MCQ,"The Maratha Empire, which challenged Mughal dominance, was founded by which prominent leader?",Chhatrapati Shivaji Maharaj,Chandragupta Maurya,Akbar,Prithviraj Chauhan,A,Shivaji's guerrilla tactics and administrative innovations laid the foundation for the powerful Maratha Empire.,His military strategies are still studied for their innovative use of terrain and mobility.,15,45,"{""World Military History"",""Ancient/Medieval History""}",NDA/CDS,AI-generated for Forge platform
DEF-0469,World Military History,Colonial History,Medium,MCQ,"The 1857 uprising against British rule, sometimes called India's First War of Independence, began primarily in which region?","Southern India, notably Madras","Northern India, notably around Meerut and Delhi",Only in Bengal,Only in Punjab,B,The uprising involved widespread participation from soldiers (sepoys) and civilians across parts of northern and central India.,"It marked a significant turning point, eventually leading to the transfer of control from the East India Company to the British Crown.",15,45,"{""World Military History"",""Colonial History""}",NDA/CDS,AI-generated for Forge platform
DEF-0470,World Military History,Colonial History,Medium,MCQ,The Jallianwala Bagh massacre of 1919 took place in which city?,Lahore,Delhi,Amritsar,Lucknow,C,"British troops fired on a peaceful gathering, killing hundreds of unarmed civilians, an event that galvanised the independence movement.",The site is now preserved as a memorial to those who lost their lives.,15,45,"{""World Military History"",""Colonial History""}",NDA/CDS,AI-generated for Forge platform
DEF-0471,World Military History,World History,Medium,MCQ,"The concept of 'total war', where entire national resources and populations are mobilised for conflict, is most closely associated with which era?",19th century colonial skirmishes exclusively,Ancient Roman conquests exclusively,Medieval European jousting tournaments,The World Wars of the 20th century,D,"Total war mobilises a nation's entire economy, industry, and population toward the war effort, a defining feature of the World Wars.",This concept significantly shaped how nations organised their societies and economies during major 20th-century conflicts.,15,45,"{""World Military History"",""World History""}",NDA/CDS,AI-generated for Forge platform
DEF-0472,World Military History,World History,Medium,MCQ,"The term 'Blitzkrieg', associated with rapid, coordinated military offensives, was prominently used by which country during WWII?",Germany,United Kingdom,Soviet Union,United States,A,"Blitzkrieg tactics combined fast-moving armoured units, air support, and infantry to achieve rapid breakthroughs.",The approach proved highly effective in the early years of WWII before Allied forces adapted their strategies.,15,45,"{""World Military History"",""World History""}",NDA/CDS,AI-generated for Forge platform
DEF-0473,World Military History,International Relations,Medium,MCQ,The Treaty of Tordesillas historically divided colonial claims between which two European powers?,Britain and France,Spain and Portugal,Netherlands and Britain,Germany and Italy,B,This 15th-century treaty aimed to resolve competing claims to newly explored territories between the two Iberian powers.,It reflects an early example of formal international agreements shaping colonial expansion.,15,45,"{""World Military History"",""International Relations""}",NDA/CDS,AI-generated for Forge platform
DEF-0474,World Military History,General Awareness,Medium,MCQ,The term 'Pax Romana' historically refers to which period of relative peace and stability?,A ceasefire period during the Cold War,A brief truce during World War I,A lengthy period of stability across the Roman Empire,A peace treaty ending the Napoleonic Wars,C,Pax Romana describes roughly two centuries of relative peace and stability under Roman imperial rule.,The concept has since been used more broadly to describe similar periods of stability under dominant powers.,15,45,"{""World Military History"",""General Awareness""}",NDA/CDS,AI-generated for Forge platform
DEF-0475,World Military History,General Awareness,Medium,MCQ,"Alexander the Great's military campaigns extended his empire from Greece to which region, including parts of ancient India?","Only into North Africa, with no eastern campaigns",Only as far as Persia,Only within Greece and nearby islands,The Indus Valley region,D,"Alexander's campaigns reached the Indus region before his troops, exhausted from years of campaigning, compelled him to turn back.",His military tactics and campaigns remain widely studied in military history and strategy courses.,15,45,"{""World Military History"",""General Awareness""}",NDA/CDS,AI-generated for Forge platform
